"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"NE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.526","","10/01/2014","09/30/2015"
"NH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.335","","10/01/2014","09/30/2015"
"NJ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.294","","10/01/2014","09/30/2015"
"NM","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.568","","10/01/2014","09/30/2015"
"NV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.269","","10/01/2014","09/30/2015"
"NY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.184","","10/01/2014","09/30/2015"
"OH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.988","","10/01/2014","09/30/2015"
"OK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.659","","10/01/2014","09/30/2015"
"OR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.911","","10/01/2014","09/30/2015"
"PA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.986","","10/01/2014","09/30/2015"
"PR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"RI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.369","","10/01/2014","09/30/2015"
"SC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.099","","10/01/2014","09/30/2015"
"SD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.867","","10/01/2014","09/30/2015"
"TN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.907","","10/01/2014","09/30/2015"
"TX","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.883","","10/01/2014","09/30/2015"
"UT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.588","","10/01/2014","09/30/2015"
"VA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.481","","10/01/2014","09/30/2015"
"VI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"VT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","3.450","","10/01/2014","09/30/2015"
"WA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.951","","10/01/2014","09/30/2015"
"WI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.272","","10/01/2014","09/30/2015"
"WV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.634","","10/01/2014","09/30/2015"
"WY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","3.742","","10/01/2014","09/30/2015"
"AK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.065","","10/01/2014","09/30/2015"
"AL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.475","","10/01/2014","09/30/2015"
"AR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.362","","10/01/2014","09/30/2015"
"AS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"AZ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.507","","10/01/2014","09/30/2015"
"CA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.777","","10/01/2014","09/30/2015"
"CO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.694","","10/01/2014","09/30/2015"
"CT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.719","","10/01/2014","09/30/2015"
"DC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.709","","10/01/2014","09/30/2015"
"DE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.719","","10/01/2014","09/30/2015"
"FL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.641","","10/01/2014","09/30/2015"
"GA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.827","","10/01/2014","09/30/2015"
"GU","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"HI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.276","","10/01/2014","09/30/2015"
"IA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.492","","10/01/2014","09/30/2015"
"ID","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.411","","10/01/2014","09/30/2015"
"IL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.697","","10/01/2014","09/30/2015"
"IN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.626","","10/01/2014","09/30/2015"
"KS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.621","","10/01/2014","09/30/2015"
"KY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.727","","10/01/2014","09/30/2015"
"LA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.836","","10/01/2014","09/30/2015"
"MA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.703","","10/01/2014","09/30/2015"
"MD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.576","","10/01/2014","09/30/2015"
"MI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.868","","10/01/2014","09/30/2015"
"MN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.931","","10/01/2014","09/30/2015"
"MO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.398","","10/01/2014","09/30/2015"
"MP","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"MS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.732","","10/01/2014","09/30/2015"
"MT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.935","","10/01/2014","09/30/2015"
"NC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.537","","10/01/2014","09/30/2015"
"ND","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.261","","10/01/2014","09/30/2015"
"NE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.602","","10/01/2014","09/30/2015"
"NH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.260","","10/01/2014","09/30/2015"
"NJ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.792","","10/01/2014","09/30/2015"
"NM","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.565","","10/01/2014","09/30/2015"
"NV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.473","","10/01/2014","09/30/2015"
"NY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.868","","10/01/2014","09/30/2015"
"OH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.687","","10/01/2014","09/30/2015"
"OK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.267","","10/01/2014","09/30/2015"
"OR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.359","","10/01/2014","09/30/2015"
"PA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.671","","10/01/2014","09/30/2015"
"PR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"RI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.303","","10/01/2014","09/30/2015"
"SC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.620","","10/01/2014","09/30/2015"
"SD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.532","","10/01/2014","09/30/2015"
"TN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.551","","10/01/2014","09/30/2015"
"TX","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.666","","10/01/2014","09/30/2015"
"UT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.792","","10/01/2014","09/30/2015"
"VA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.994","","10/01/2014","09/30/2015"
"VI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"VT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.570","","10/01/2014","09/30/2015"
"WA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.464","","10/01/2014","09/30/2015"
"WI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.730","","10/01/2014","09/30/2015"
"WV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.705","","10/01/2014","09/30/2015"
"WY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.190","","10/01/2014","09/30/2015"
"AK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.523","","10/01/2014","09/30/2015"
"AL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.222","","10/01/2014","09/30/2015"
"AR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.097","","10/01/2014","09/30/2015"
"AS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2014","09/30/2015"
"AZ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.985","","10/01/2014","09/30/2015"
"CA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.867","","10/01/2014","09/30/2015"
"CO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.533","","10/01/2014","09/30/2015"
"CT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.753","","10/01/2014","09/30/2015"
"DC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.000","","10/01/2014","09/30/2015"
"DE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.277","","10/01/2014","09/30/2015"
"FL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.162","","10/01/2014","09/30/2015"
"GA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.214","","10/01/2014","09/30/2015"
"GU","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2014","09/30/2015"
"HI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.638","","10/01/2014","09/30/2015"
"IA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.572","","10/01/2014","09/30/2015"
"ID","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.329","","10/01/2014","09/30/2015"
"IL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.764","","10/01/2014","09/30/2015"
"IN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.915","","10/01/2014","09/30/2015"
"KS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.655","","10/01/2014","09/30/2015"
"KY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.348","","10/01/2014","09/30/2015"
"LA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.257","","10/01/2014","09/30/2015"
"MA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.661","","10/01/2014","09/30/2015"
"MD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.506","","10/01/2014","09/30/2015"
"MI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.981","","10/01/2014","09/30/2015"
"MN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.477","","10/01/2014","09/30/2015"
"MO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.818","","10/01/2014","09/30/2015"
"MP","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2014","09/30/2015"
"MS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.965","","10/01/2014","09/30/2015"
"MT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.546","","10/01/2014","09/30/2015"
"NC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.844","","10/01/2014","09/30/2015"
"ND","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.828","","10/01/2014","09/30/2015"
"NE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.904","","10/01/2014","09/30/2015"
"NH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.635","","10/01/2014","09/30/2015"
"NJ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.046","","10/01/2014","09/30/2015"
"NM","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.528","","10/01/2014","09/30/2015"
"NV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.931","","10/01/2014","09/30/2015"
"NY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.001","","10/01/2014","09/30/2015"
"OH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.881","","10/01/2014","09/30/2015"
"OK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.159","","10/01/2014","09/30/2015"
"OR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.621","","10/01/2014","09/30/2015"
"PA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.848","","10/01/2014","09/30/2015"
"PR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.516","","10/01/2014","09/30/2015"
"RI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.610","","10/01/2014","09/30/2015"
"SC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.102","","10/01/2014","09/30/2015"
"SD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.380","","10/01/2014","09/30/2015"
"TN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.200","","10/01/2014","09/30/2015"
"TX","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.903","","10/01/2014","09/30/2015"
"UT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.638","","10/01/2014","09/30/2015"
"VA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.794","","10/01/2014","09/30/2015"
"VI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.545","","10/01/2014","09/30/2015"
"VT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.729","","10/01/2014","09/30/2015"
"WA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.733","","10/01/2014","09/30/2015"
"WI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.494","","10/01/2014","09/30/2015"
"WV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.004","","10/01/2014","09/30/2015"
"WY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.182","","10/01/2014","09/30/2015"
"AK","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.159","","10/01/2014","09/30/2015"
"AL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.382","","10/01/2014","09/30/2015"
"AR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.334","","10/01/2014","09/30/2015"
"AS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2014","09/30/2015"
"AZ","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.142","","10/01/2014","09/30/2015"
"CA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.931","","10/01/2014","09/30/2015"
"CO","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.694","","10/01/2014","09/30/2015"
"CT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.921","","10/01/2014","09/30/2015"
"DC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.297","","10/01/2014","09/30/2015"
"DE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.729","","10/01/2014","09/30/2015"
"FL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.243","","10/01/2014","09/30/2015"
"GA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.347","","10/01/2014","09/30/2015"
"GU","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2014","09/30/2015"
"HI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.959","","10/01/2014","09/30/2015"
"IA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.759","","10/01/2014","09/30/2015"
"ID","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.624","","10/01/2014","09/30/2015"
"IL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.859","","10/01/2014","09/30/2015"
"IN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.059","","10/01/2014","09/30/2015"
"KS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.844","","10/01/2014","09/30/2015"
"KY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.539","","10/01/2014","09/30/2015"
"LA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.434","","10/01/2014","09/30/2015"
"MA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.772","","10/01/2014","09/30/2015"
"MD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.816","","10/01/2014","09/30/2015"
"MI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.088","","10/01/2014","09/30/2015"
"MN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.606","","10/01/2014","09/30/2015"
"MO","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.946","","10/01/2014","09/30/2015"
"MP","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2014","09/30/2015"
"MS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.154","","10/01/2014","09/30/2015"
"MT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.001","","10/01/2014","09/30/2015"
"NC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.946","","10/01/2014","09/30/2015"
"ND","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.269","","10/01/2014","09/30/2015"
"NE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.188","","10/01/2014","09/30/2015"
"NH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.974","","10/01/2014","09/30/2015"
"NJ","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.165","","10/01/2014","09/30/2015"
"NM","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.779","","10/01/2014","09/30/2015"
"NV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.171","","10/01/2014","09/30/2015"
"NY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.072","","10/01/2014","09/30/2015"
"OH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.976","","10/01/2014","09/30/2015"
"OK","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.355","","10/01/2014","09/30/2015"
"OR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.808","","10/01/2014","09/30/2015"
"PA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.934","","10/01/2014","09/30/2015"
"PR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.021","","10/01/2014","09/30/2015"
"RI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.916","","10/01/2014","09/30/2015"
"SC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.273","","10/01/2014","09/30/2015"
"SD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.678","","10/01/2014","09/30/2015"
"TN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.337","","10/01/2014","09/30/2015"
"TX","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.975","","10/01/2014","09/30/2015"
"UT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.886","","10/01/2014","09/30/2015"
"VA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.920","","10/01/2014","09/30/2015"
"VI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","4.205","","10/01/2014","09/30/2015"
"VT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.300","","10/01/2014","09/30/2015"
"WA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.887","","10/01/2014","09/30/2015"
"WI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.632","","10/01/2014","09/30/2015"
"WV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.241","","10/01/2014","09/30/2015"
"WY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.897","","10/01/2014","09/30/2015"
"AK","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.192","","10/01/2014","09/30/2015"
"AL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.077","","10/01/2014","09/30/2015"
"AR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.894","","10/01/2014","09/30/2015"
"AS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2014","09/30/2015"
"AZ","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.844","","10/01/2014","09/30/2015"
"CA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.806","","10/01/2014","09/30/2015"
"CO","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.402","","10/01/2014","09/30/2015"
"CT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.609","","10/01/2014","09/30/2015"
"DC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.756","","10/01/2014","09/30/2015"
"DE","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.921","","10/01/2014","09/30/2015"
"FL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.085","","10/01/2014","09/30/2015"
"GA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.091","","10/01/2014","09/30/2015"
"GU","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2014","09/30/2015"
"HI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.406","","10/01/2014","09/30/2015"
"IA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.422","","10/01/2014","09/30/2015"
"ID","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.153","","10/01/2014","09/30/2015"
"IL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.677","","10/01/2014","09/30/2015"
"IN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.787","","10/01/2014","09/30/2015"
"KS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.500","","10/01/2014","09/30/2015"
"KY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.176","","10/01/2014","09/30/2015"
"LA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.097","","10/01/2014","09/30/2015"
"MA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.562","","10/01/2014","09/30/2015"
"MD","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
