"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"OK","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","55","","10/01/2014","09/30/2015"
"OR","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","46","","10/01/2014","09/30/2015"
"PA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","37","","10/01/2014","09/30/2015"
"PR","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","50","","10/01/2014","09/30/2015"
"RI","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","Not Available","5 - Results are not available for this reporting period.","10/01/2014","09/30/2015"
"SC","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","27","","10/01/2014","09/30/2015"
"SD","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","57","","10/01/2014","09/30/2015"
"TN","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","69","","10/01/2014","09/30/2015"
"TX","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","48","","10/01/2014","09/30/2015"
"UT","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","64","","10/01/2014","09/30/2015"
"VA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","67","","10/01/2014","09/30/2015"
"VI","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","Not Available","5 - Results are not available for this reporting period.","10/01/2014","09/30/2015"
"VT","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","57","","10/01/2014","09/30/2015"
"WA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","56","","10/01/2014","09/30/2015"
"WI","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","64","","10/01/2014","09/30/2015"
"WV","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","68","","10/01/2014","09/30/2015"
"WY","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","52","","10/01/2014","09/30/2015"
"AK","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who received aspirin within 24 hours of arrival or before transferring from the emergency department Higher percentages are better","OP_4","100","","10/01/2014","09/30/2015"
"AL","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who received aspirin within 24 hours of arrival or before transferring from the emergency department Higher percentages are better","OP_4","96","","10/01/2014","09/30/2015"
"AR","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who received aspirin within 24 hours of arrival or before transferring from the emergency department Higher percentages are better","OP_4","95","","10/01/2014","09/30/2015"
"AS","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who received aspirin within 24 hours of arrival or before transferring from the emergency department Higher percentages are better","OP_4","Not Available","5 - Results are not available for this reporting period.","10/01/2014","09/30/2015"
"AZ","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who received aspirin within 24 hours of arrival or before transferring from the emergency department Higher percentages are better","OP_4","95","","10/01/2014","09/30/2015"
"CA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who received aspirin within 24 hours of arrival or before transferring from the emergency department Higher percentages are better","OP_4","97","","10/01/2014","09/30/2015"
"CO","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who received aspirin within 24 hours of arrival or before transferring from the emergency department Higher percentages are better","OP_4","98","","10/01/2014","09/30/2015"
"CT","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who received aspirin within 24 hours of arrival or before transferring from the emergency department Higher percentages are better","OP_4","99","","10/01/2014","09/30/2015"
"DC","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who received aspirin within 24 hours of arrival or before transferring from the emergency department Higher percentages are better","OP_4","90","","10/01/2014","09/30/2015"
"DE","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who received aspirin within 24 hours of arrival or before transferring from the emergency department Higher percentages are better","OP_4","94","","10/01/2014","09/30/2015"
"FL","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who received aspirin within 24 hours of arrival or before transferring from the emergency department Higher percentages are better","OP_4","98","","10/01/2014","09/30/2015"
"GA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who received aspirin within 24 hours of arrival or before transferring from the emergency department Higher percentages are better","OP_4","97","","10/01/2014","09/30/2015"
"GU","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who received aspirin within 24 hours of arrival or before transferring from the emergency department Higher percentages are better","OP_4","Not Available","5 - Results are not available for this reporting period.","10/01/2014","09/30/2015"
